review,rating
I got so many ads saying that I downloaded 3 viruses.,1
"downloads, but will not boot up. just wants to ""restart"" which never works.",1
you can't play the game its just adds. any time you tap anything its a full screen pop up add with no ways to get out of it and the X just takes you to the play store completely taking you out of the game. if you do manage to get arounds the adds this game has been around since the 80s why can't I just play tetris it walks you through how to play the most simple game ever and its soo slow.,2
"this game is super fun and simple. sometimes the ads can get annoying, but they do have to make money somehow. also when I play normal levels I feel it can take a while just to play the next one. overall love the game Tetris marathon is my favorite part!",4
"Yes it's Tetris, yes it's fun to play, but now the game REQUIRES internet access in order to play the game, and along with that ads, which I don't like to complain about, I get it, but I see NO option to buy a no-ads pass or something (Edit: someone said there is, but it's a monthly payment of $5). Not to mention I lost all my previous game progress before this revamp. Edit: I forgot to change my review after all these years, but now it's back to being an internet access-only game AGAIN.",1
"Whilst I understand the need for advertising, I can't actually play the game as it gets stuck on certain advertisements. There is no way to exit and move forward. It's just a loop of the advertisement and a link to Google play to download the game being advertised.",1
"app completely freezes up after hitting ""play as guest"", I guess you can't play without a Facebook. ridiculous.",1
"""Offline"" tagged game fails to start with ""connection lost"" error.",1
Virus scam alerts now popping up when using the app. deleted immediately a little concerning.,1
"exactly what you would expect. there are ads, but they are very short so you can slip through them and continue playing.",5
"gets 5 stars for being tetris, tetris is good. But i will subtract 3 stars for being the most annoying to use version of tetris, not having marathon mode as the standard mode, the UI sucks, ads, microtransactions and so on.",2
Zero stars. the game itself is fun but the amount of ads is pathetic. I'm ok with ads when i don't pay but when you spend more time watching ads then playing it's ridiculous. Some ads even take you out of the game while playing. There's a fake virus alert also. Sorry but i uninstalled it. I might have bought it but the ad experience just killed it for ne.,1
"cool game,brings retro vibes.",5
beyond frustrating. if you aren't full signal AND on wifi don't bother. data hog to the extreme. full of long invasive ads after basically every level. infuriating level design that interrupts your flow and ruins the gameplay. don't bother.,2
gave me fake virus notices,1
ridiculous amount of ads.,1
smart 🦉,5
too many ads - unplayable for free.,1
bad,1
Not working.,1
not the original tetris,2
they completely ruined the look of the game with an update while I was taking a break from the game.,1
Scam ads/popups midgame!! in the middle of a game it redirected me to a scam website telling me my device is infected with 3 viruses or something. every single game I download seems to have this as a popup undisclosed ad and it's so frustrating that developers are happy to turn a blind eye to dangerous scams for the sake of that sweet sweet ad revenue,1
to many adds just want to ▶️,1
good,5
started giving fake infected virus ads.,1
"Inescapable ads, please remove those! Ones with a timer you can move on from are fine. Otherwise, you lose all of your progress because you have to completely close.",4
Installed Tetris game. After 2 minutes a screen flashed up and kindly told me that my phone had 3 viruses. Never had a virus problem before. Have now uninstalled Tetris.,1
love this Russian game,5
super slow,1
"the game part is Tetris, sadly there is no Zen mode. I've heard it got removed because they couldn't monetize the heck out of that one. People simply had too much fun and played for too long without losing or ending. Speaking of monetization, they took a piece from the mafia handbook and spam you with ads after each game, and if you don't want to be harassed, you can pay a monthly fee.",3
full of ads,1
"the game was good, I like tetris, But it did try to push a phishing scam 😔",1
I can't get the second level it is impossible,1
not opening,1
too many ads that can't be closed without restarting the app. basically unplayable,1
I love how many ads are in this game!! I have to exit the game and restart it just to play the game. I still play it so I guess the pros outweigh the cons. Barely! God Bless and Jesus Saves!,5
"love tetris but the sound needs better adjustments and the game says u can play it offline marathon but it doesn't work. it only works when u connect it to the internet and then the level up highlight is way too annoying, it gets in the way when going fast! other then that no complaints the most fun part of playing this game is marathon",1
"Played almost 80 hours, had 300,000 rewards points linked to my google play account. Thats enough for 3 free nights in Vegas and halfway to a free cruise. Accidentally logged in with facebook and now they are gone. Can't get any help. Emailed them and never got a reply. And chatting with their customer support bot is a joke. Absolute SCAM. NEVER PLAYING ANY OF YOUR BS GAMES EVER AGAIN AND WASTED 2 FULL WEEKS OF MY LIFE OVER THE LAST YEAR+. YOU SUCK",1
installed it 6 months ago. love it. it deserves better ratings,5
Paid for 30 days ad free and I still have ads. You can't get out of the ads without closing the app. Too much wasted time,2
best game ever,5
it's fun.,5
"Impossible to play, there are so many intrusive and unskippable ADs that it's impossible to play. No ADs version is a monthly subscription instead of a one time purchase. Not worthy.",1
game play is perfect Ads sucks,1
i liked the game in 2021 because it had offline mode and traditional tetris. they got rid of it. you know why? 𝙖𝙙𝙨. it sucks now. fix this,1
way too many ads. now the newest privacy update requires you to allow them to track your location and share with their vendors. no thank you.,1
"unreal , gives me nostalgia !!!!",5
Too many ads. I also got an ad saying I had a virus and wanting me to click something.. Just download an emulator instead of this bs.,1
"Every update this game has had since 2023 has made the game progressively worse. It's gotten to a point where I genuinely can't play the normal levels because they decided to smooth everything down to make it look like a boring block blast clone and the ads and monetization have gotten to a ridiculous point, I'm all for game studios making money, but there's an ad every single level, and every time you boot up the game it pressures you into buying a ""my vip"" subscription. Go play a ripoff.",1
"Disgustoso. è incredibile che un gioco che dovrebbe essere letteralmente un passatempo sia impregnato di ADs fino a questo punto. Pieno di pubblicità, tra l'altro non veritiere perché molto spesso i giochi pubblicizzati non somigliano per niente alla loro versione una volta scaricati. Se a una persona il gioco piacesse tanto potrebbe anche decidere di acquistare il pass (che però dura solo 30 giorni). Se questa è l'esperienza che offrite, non lamentatevi della pirateria",1
I cant get past the loading screen,1
too many ads,1
this game is lag. and too many ads popping up. annoying,1
Really love tetris but can't stand the ads,3
Tried to redeem 3 months of Spotify Premium but I couldn't put my phone number in since it only showed the first few countries and I couldn't scroll down to my country,1
ads ruined it,1
too much advertising,2
Offline mode still broken!! Extremely frustrating on flights,1
Was a good game way too many advertisements now.,1
Internet connection? For Tetris of all things?,1
the ads overtake the game to the point you have to close the app to close the ads.,1
"adverts are beyond a joke, every game ends in ads, some ads even open whatsapp to scam companies.",1
None stop advertising. I cannot move to the next game until I sit and watch ads. it makes me not want to play.,1
uncloseable ad after every level. so freaking annoying,2
"the game is marked as an offline game, but you cannot start the game if you are not connected to the internet",1
"Even on the highest sensitivity, it doesn't always turn the block. Since the update, it also sometimes randomizes the turn. For example, a t block will go up, right, down, right or something similar.",3
"very fun and addictive, although could be harder and more interestig. little to no lag and little to no ads, get this game if you want an easy time killer",4
made a review January 2025 saying your forced to play wifi and still hasn't changed,1
poor controls.,1
The game is full of horrible ads that lag the gameplay,1
too many pop ups and Exiting adds sometimes impossible,2
Too many ads and unnecessary extra stuff going on. I only want to play tetris and JUST tetris. I don't want to have to watch so many useless ads.,1
to many adds,3
Awful. This isn't the OG tetris game - it's just a bunch of very short levels. It stops getting harder at some point and just generates repetitive levels so you have to watch more ads. Paying only shuts down the ads for 30 days. What a disgrace. Buy a vintage Game Boy for the real experience!,1
Constantly running into inescapable ads. There's no way to exit them unless you completely exit and restart the app. Extremely frustrating. I also can't play any other modes because of the ads. I tried entering the marathon thing and it will not let me without first giving me an ad that I cannot leave. I tried multiple times and eventually gave up. It made the game unplayable. Plus ad free is $2.99 for only 30 days??? That feels like such a scam. I would never pay that,1
meh,3
hope they add Bluetooth controller support,2
There is too many ADS don't play it.,1
The ads are cancer. Frustrating to navigate and consume way too much time too often for anyone to really consider playing this. find a knock off not desperate to make money off a 30+ year old game,1
Too many interruptions (adds).,4
"Too many adds. If you like this type of games, look for another one, this game is not enjoyable! It is getting worse; too many, too long, often inappropriate adds. The game is now unplayable garbage. Stay away, find other games.",1
The game is not well optimized to be played with a pen.,3
"So many ads, and you cant even pay to remove them permanently, instead you have to pay a monthy subscription for temporary removal. Id gladly pay ONE TIME to permanently remove these ads, but ill NEVER pay for them to just be temporarily removed.",1
"it is not original metric, and games only last a few seconds before it ends and tries to get you to download other gsmes.",2
hard to get out of ads. most last more than 2 minutes,2
Getting +18 ads. Disgusting!,1
noice,5
why do i need internet to play tetris???,1
it has way to many ads. its unbearable,1
love this iconic game!,5
the default theme was a big no for me. it used to has a lot of theme available and people could use any theme they want. we couldnt change the theme even tho our profile showed that we had bunch of themes. im sorry but the new default theme is also trash for me. too many ads. tetris doesnt feel the same.,1
"oh my god this app is awful, where is my multiplayer, themes, what the hell is my vip, the app looks like some scammy casino website, I'm just so sad because I really loved that app back when I was a kid and now it's just ruined. whoever was in charge just took away every good part of it and replaced it with some soulless slop. and don't get me started on the levels mechanic because who would play Tetris like that. the app is an abomination and it lags. how did you even manage to achieve that",1
every time I try to play it just kicks me out back to my home screen and then I have to start over on the same level. I've tried everything like force stop and clearing cache but it still does it .. I know it's not my phone because all my other games work fine and don't do that. uninstalled now,1
The game is ruined it for me. How can one play? it is also FULL of ads,1
not the classic i know,1
"Each level is really short, almost impossible to lose. Between each level you have to skip an ad (skipping 3x to get back to the game) its really annoying.",1
Led to a phishing popup Ad scam indicating a virus had been found on my phone!,1
Just Wiped My Progress !!!! All gone including what I paid for !!! what the hell ???,1
this is a very fun puzzle game are they don't want any complaints but it is better than black blast it is classic and fun I just started playing I could spend all night playing this game and never get tired another ticket that Tetris is a good game is better than Brock blast everyone should play this game I don't know why block blast is knock it off it,5
Decent game but ads popping after each level is a bit too much.,2
One of the greatest games ever. it just doesn't work on a phone. they put ads in it and it does not work on task controls,2
"the app crashes on multiple occasions part way through a level and I have reported this to the support team but with no answer. it is extremely irritating to be almost finished a boss level, watch an ad for more turns and the app crashes. the app continues to crash, it appears that it is when the app data being used approaches 1gb so I just delete data and log in again. very irritating. I have said I am not interested in royal court and royal Kingdom probably hundreds of times yet I still get'm",1
Too many Ads. After every level there are at least2 ads that you must wait 30-60 seconds between levels. The ads do not have obvious 'x's or options to close them and frequently take you out of the app if you try to click the closing symbols.. Not worth the effort to play.,1
"update: it's still bad, can't even pay to remove the ads. I just want a Tetris game on my phone. if you're going to insist on being the only Tetris, at least make it good. Mediocre, I didn't love the EA version, but this one has a smaller play field, less read-able graphics, weirdly laggy sound design, and has changed up the timings on when blocks are placed. On the plus side, there's no social feature integration or Facebook login, which is a nice change. Update: Years later it's even worse.",1
"Don't mind the game so much, but the constant pop up ads telling me my device has viruses is getting on my nerves. I can see that other people have been having the same issue but the developers have done nothing to address it. Uninstalled the game for that reason.",2
Good variation of the classic game but I cannot recommend it due to the overwhelming intrusion of sketchy ads that try to hold your device hostage.,2
doesn't load when tapping play as guest,1
misleading since this can't be played offline,1
"Won't even let me play. Pulled up a sign-in/play as guest option, I chose play as guest to test it out, and it put me to an infinite loading/frozen screen. Closed & re-launched, pulled up the same sign-in/play as guest page, I made the same choice, it gave me an error message. Closed AGAIN and tried AGAIN, this time, it didn't even get me to the sign-in choice page! This is so disappointing. Why would there EVER be a reason for TETRIS to use WI-FI?!?! (Note: I do have a stable data connection.)",1
Holy it's so laggy,1
"Played it regularly for a couple of years. I really liked it at the start, but in the last 3 months the developers decreased the freebies and increased the cost of the boosts. That double whammy on top of the ads between each game is enough to make me call it quits. Good bye ...",2
Unplayable because of the ads. Uninstalled,1
"Beloved tetris game ruined by ads after every game that can't be closed unless you close the app. Multiple times a pop up warning me of viruses will open, interrupting the game and opening my browser, which leads me to lose all my progress.",2
it sucked!,1
somehow managed to make tetris bad,1
"The ads EVERY LEVEL are killing all the fun! Can't even play without internet. 👎👎👎 If yall truly understood ""the frustration of the ads"", like in some of the copy-pasted responses, you'd do something. Just another app with ads to Temu 🙄",1
slow and too many ads,1
it's terrible. quite honestly the worst gamified version. I've been playing since it came out on the game boy and in order to play actual Tetris I have to download a generic third-party app because of the absolute garbage that this one is. this one has ads coins unlocks. I just want to play a simple game. not deal with all this garbage.,1
Just like all the other games!! 👎👎👎👎,1
not an offline game,1
"Doesn't even load. I click ""Play as guest"" and then nothing happens :/",1
"They have destroyed almost everything that makes tetris great. Instead of making you lose when the blocks reach the top they only give you a limited number of blocks before you ""lose"" and have to watch an ad to get more blocks. It would be fine if they just interrupted gameplay for an ad every 5 minutes but this mechanic makes it feel like you have lost simply because you played the long game. Why? I guess simply so they have a segwey into their next ad, framing as earning more moves. 🙄",1
game lagging after clearing 700 lines 😮‍💨,2
"thats not Tetris, is similar but not like original one, here u have levels but not type of levels u have in real Tetris (its more similar to Block blast - adventure mode), u cant compete with other people and u have ads after every game",1
Ads make it impossible to enjoy.,3
crashing all of the sudden level 105. tried several times,1
can't even play online anymore. It requires insane level numbers,1
great game,5
A tetris app that needs internet in order to work? I wonder how the original tetris machines could have possibly worked without internet! Not to mention the app is infested with ads.,1
"I love tetris , but this game doesn't work for my phone",1
Overstimulating trash,1
short games. not like original game play. 2 minute ads after every level,3
"it is great, not thinking of life play this game to have a little relief from it all!",5
typical tetris with variations for each level,5
waste of time just loading,1
it's a fun game except for the constant ads and the fact that while the game claims it's offline you can't actually play it without an internet connection,2
Poor attempt. Not very functional. Also constant rubbish pop-ups and dumb animations which stop you playing. Uninstalled.,1
Sometimes this game shuts off before the end when I am close to clearing the level. Then it starts that same level over again.,1
"tetris, not the original",1
The ONLY option to remove ads is for 30 days if you pay 2.99.,1
too many adds,4
Too many ads,3
good fun,4
I do not tend to leave reviews but being tetris a staple for many and one of my favorites this one is absolute garbage. your watching ads more than your playing the game. you are forced to sign in with facebook to have an account. I just want regular tetris without the gimmicks and ads and this ain't it. if you love tetris dont touch this or any other stuff from this company.,1
it keeps opening ads without my permission,1
malware? laggy. ads after every level. MALWARE!,1
ads everywbere,1
tetis blitz needs 2 come back best ios game ever!,5
shapes are fun,5
This game is lame it's nothing like the original. levels fell incredibly rigged to make you fail. The web version is way better than this app.,5
"it clearly says offline game in the category but when i open it, it requires internet meaning i cant play it offline.",2
for some odd reason the sound comes on everytime I start the app even tho I have the sound off in my settings. I have to go in and flip the sound and music on and off for it to be off in my session,4
its good but its always crashes plz add a button to turn of some details,3
"has potential, but so many adds ruin experience",2
love this game but there are just soooo many ads. I'm uninstalling after this,2
bunch of ads🤬karochi kuttingga ur naxxuy,1
"Haven't played Tetris in years so I thought I'd try this version. Hate the childish graphics, hate the ads...I was almost to level 25 when one of the ads caused the app to crash; since I was trying it as a guest, I lost everything. Sp much for that! Also it's way too easy, the handheld one my parents bought us at Radio Shack back in the early 90s was more challenging and more fun.",2
not real tetris. the game will lock you out if you don't click on advertisements. typical garbage game. don't waste your time .,1
"The app can't open. It does Open but gets infinitely stuck on the login screen. I tried both ways, Guest and facebook login. Couldn't play the game at all! I reinstalled it, couldn't login...Tried a few hours later, no avail. It simply is locked in the login screen and it isn't my wifi since all my other games and apps are working properly! My phone has almost 100 Gb free and a Lot of ram, So there's no way it was a lag, All the other apps function normally, I don't know why tetris won't work.",1
every level they try to install another game....Neverending Ads,1
"I had hoped it would be like the classic game. It is not. You play with levels, not classical endless tetris. The sound is very loud and the settings for removing them are not saved after you have closed the app. So every time you open the app you have to change the settings again. Also very important, the whole color ""3d"" blocks! Why? There is no way to play plain simple tetris. And this is supposed to be the official app. I feel like the developers forgot who the tetris audience is.",1
app crashes during a game and is not responsive with taps and swipes.,2
Too many adds. It makes the levels impossible with the amount of plays on purpose to try and make you watch an add.,2
fun game,5
it sucks that there isn't an offline mode,1
awesome,5
I don't know how you can mess up Tetris but these people did. It's not even about the game it's literally about ads. Terrible game they ruined a classic,1
"I love tetris but I HATE this tetris everything and add plays it has to reload the whole game, and the controlls are so janky that when I move the blocks and let go it changes the angle, and it messes up the whole tetris experience. I wish there was a better app for tetris",1
good. 👍,5
Where is quick play?,1
just want to play this level thing is just dumb,2
"Too many ads. Ads after every level. Not just 30 seconds, but up to two minutes of just sitting there wishing for it to go away. The long, frequent ads break up any relaxation that may come from playing the game. They are often loud and jarring. Two stars instead of one because the graphics are good.",2
Never open.,1
Paying for the full game is way better than a subscription based model. Why would people bother paying a monthly fee to play this?,3
"worst way to play Tetris. ads are everywhere, and the music is fake-retro.",1
Why on earth does this game need wifi and the game ruined the simplicity of the original.,1
"tetris used to be a fast or medium paced game without levels. it only tracked your high score. now there are levels, its slow, its clunky, and it has too many ads.",1
"Great game - however, on an android phone if you do not clear the level, you are only given the option to use additional moves, the option to 'x' out and try again, the 'x' option is off the screen and you cannot select. You have to close the app and start the app again to try again without using your additional moves.",2
"Exactly what one of the most replayable and beloved games in history was missing, a hideously generic ui, nonstop ads, microtransactions, and the most useless control system you could possibly devise!",1
pretty fun. although I wish there was an option to pay and get no ads for longer than 60 days. the ad quality and frequency is awful frequently I will get creepy online video call app ads...,3
"I was really hoping for something simple to relax and this is not it. There's ads and coins and weird visual effects. I mean, it's Tetris, but a pretty overstimulating and annoying version of it.",3
Tetris!,5
to many ads,2
the more u play..the more ads coming,4
doesn't allow offline play anymore.,1
no ad free version just a subscription. also for some reason u cant play offline which is really uhm.. interesting,1
old school but still got it. Tetris is fire for anyone over 50🙂,5
"download from store and didn't work, asks you to log in from Facebook or continue as guest then nothing happens, Pixel 9",1
too many ads dude like come on I just want to play the game I know you just trying to make some money but like before every game really?,2
most of the time it doesnt even work offline and when it works its way worse than so many clones,2
"currently on level 694. im addicted, i will say though there is 1 VERY annoying bug that happens on boss levels, when i go to watch ads to get more moves, the ad forwards me to the play store and when i click back on Tetris the ENTIRE game resets forcing me to do it all over again.",3
to many ads,3
the blocks taste like star-bursts,5
good brain relaxer and fun way to relax and stay focused fun,5
Would be 5 stars if this had perm add free purchase. 30 days only for 4$ is disgusting 👎👎👎👎👎,1
doesn't load can't play,1
Gamenya seru namun terlalu banyak iklan yang mengganggu sehingga menurunkan minat untuk terus bermain game ini.,3
"Gameplay was fine, but the video ads with ""x"" buttons that don't actually close the ad are scummy. There's also no permanent ad-free purchase, just 30 days at a time. I'll kill time elsewhere.",3
Ive never seen more adds,2
"the app is so game-ified its nearly unplayable. I know that sounds weird to say about a game, but there's a difference between a fun game and an app designed to addict people and push ads. if you lose a level and don't use the ads to get more moves, the little Tetris guy starts crying and says ""are you sure?"" Blatant Skinner box bullcrap. we just want original Tetris game for gods sake. no daily bonus, no anthropomorphic Tetris piece trying to emotionally manipulate me.",1
"it's bad and there are tons of ads, there should be alternate controls like a d-pad similar to the old times. greatly disappointed",1
"Does not run on Android Samsung Flip. locks on start screen, not responsive",1
constant ads.,1
second time I made the mistake of downloading this. it doesn't work offline. I was willing to pay for this if necessary but doesn't appear to be an option. pointless.,1
Too many ads.,4
a little glitch and a LOT of ads for other games but still a great game. 5th,5
ads ruin the experience. would love marathon mode. and to be able to pay to get rid of ads.,2
A fun mobile version of Tetris with shorter levels that are good for quick sessions. And there's marathon mode if you want the conventional experience.,5
more ads and tracker requests than literally anything i have ever played,1
"Brilliant game, beautiful graphics, but you've now ruined it with the unwavering barrage of adds (after every level)! You spoiled one of the best games in the play store. Only the basic Tetris (called Marathon mode) is worth playing.",3
The worst game I've ever played in my life,1
good game,5
this app is not regular tetris it used to be and was completly changed utter bs,1
"As a former pro Tetris player, it sucks that you cant just have buttons instead of the swiping. not a big fan of the easy levels or how slow it feels with swiping. Not my cup of tea.",2
"Astonishing how bad a new version of a game with a history such as Tetris can be. Completely useless environment around the game itself, slow, levels way too easy, ads in every corner, every ancient emulator enables a better experience.",1
"Too many ads. Ads after every level, most can't be closed or skipped, I have to close the app and reopen it. Some malicious ads, some ads that cause the app to crash",1
This ain't fortnite. Why yall got a battle pass? $3 /mo just to remove ads on tetris. What a world to live in.,2
After playing for a couple days it starts asking for money to keep playing?! It's Tetris - should be a simple game! Very disappointed in the cash grab aspect.,1
"Updated my review. It IS a nice mobile adaptation, but there's way too many ads. No way to remove them permanently, and the controls are slippery at times. No way to revive when topping out compared to running out of moves. I expected better from a Tetris mobile game, let alone an OFFICIAL one.",3
Terrible version of a masterpiece of a game. Destroyed by money chasing idiots who know nothing of the game!!!,1
"Game is fun but the constant ads and shut downs are annoying. Sometimes sound from ads play in the background while playing, sometimes I get kicked out mid game or close to winning for no reason, I have to swipe down multiple times to lock in my placement its just generally slow each level your on. when I first played it was fine, now I'm over level 200 and it seems it wants to quit.",2
You can't play offline,1
"One of the important factors behind the success of any game is controls, and this game terribly lacks it. We love Tetris because of its simplicity, but here it is missing. I'd recommend ""Brick Game:Retro Classic Brick"" by Ruby Entertainment instead of this mess of a game. Brick Game feels more nostalgic, and controls are much better; buttons are better than swiping particularly in Tetris. You can also change the theme in it.",3
ads kept interrupting,1
Keeps telling me there's viruses found on my device. Uninstalled and scanned my phone.,1
Releases Stress 😌 from the day Stress,5
"I've had this game for almost 2 years. Something changed and it doesn't play like it used to, there's a mandatory time limit and it makes the game unenjoyable. I was an 80s kid and Tetris was one of my favorites.... not this new version at all.",2
amount of un-skippable adverts makes it nearly unplayable,2
don't even bother. it wouldn't load on my phone at all. comes up with the tetris logo and then just stays there.,1
they want you to pay to temporarily skip ads on an almost 50 year old game,1
Way to many interruptions for other apps.,2
"Eh game is still good but why do you have to put ""Offline"" in the about's of this game if I can't even play offline, or maybe I'm missing something here cause this game needs internet for some reason is this a bug or a feature?",3
would be more fun without the un-skippable ads that causes me to reload the app every 5 minutes,3
Installed Tetris and had to endure some weird tutorial with a block in a backwards baseball cap. Immediately uninstalled it,1
"app wont load half the time, the other half is watching ad after ad after ad",1
"ads pop up, bring you to the play store and then you have to restart the app unless you download.",1
I hate the count-down just let me play the game,1
You have to play through their game adds. Sometimes it felt like I had to play endlessly in order to get back to Tetris.,1
Would love to buy the app outright but there's no option that I could find in settings. I won't have advertisements forced upon me. Determine your price whether outright or subscription and offer it direct to customers. It's demeaning to be the product you're offering to advertisers in exchange for a game essentially made 30 years ago.,1
to many adds,4
"forced a scam pop up saying my device had 7 viruses, ridiculous scammer on the actual Tetris app",1
it's really challenging for my brain and entertaining,5
"ads made gameplay impossible, deleted the game following a phishing ad. Didn't feel safe anymore.",1
"Annoying and intrusive ads that make it unclear how to get out of them. There is an option to remove the ads... for thirty days. Greedy, greedy, greedy...",2
LAG. PLEEEEAAAASE FIX THE LAG... HOW ARE PEOPLE SUPPOSED TO PLAY YOUR GAME IF ITS CONSTANTLY LAGGING.,1
"I am a long-time player of this game, but the most recent app update has caused the core motions of the game to be laggy and disjointed. There are big pauses before any screen change, e.g. after winning a game, the screen freezes for 10 seconds or so before showing the next banner. Also freezes before each advert. But the biggest issue is with the controls themselves - swipes down and positioning moves are delayed, causing me to then overcorrect!",2
"It takes ages to run due to ads, which is not supposed to be the case for a game as simple as Tetris",1
"Favorite game growin up on its own handheld console, but dang is it a special kind of selfish to charge ya $2.99 to remove ads for 30 days. Absolutely ridiculous. I'd be happy to pay $5 once for no ads, but charging per month is insane.",2
Do not play this game if you get annoyed by so many adds after every level you clear. And it spoils the fun of tetris.,3
"dude disabling offline mode just because they want to give ads for every single level swarm with ads even when you want to try again there will always ads, capitalism at it finest",1
fun and exciting game to play just like the orginal,5
this app runs predatory ads. while playing the game (not in between levels like it normally would and that's expected) a pop up add came across my entire screen claiming I have malware and instructed me to click the link to fix it and it even had the Google android logo. this is completely unacceptable - it's bad enough the ads are so frequent but for them to be predatory and dangerous is outrageous. this app should be banned for allowing its users be potentially subjected to harmful malware.,1
too much annoying ads!,1
every after round there is an ad. so annoying,2
"this app is pro-suicide. despite being a Tetris game, a franchise with a family audience, its devs use ad networks that promote ERP apps of AI characters (often underage ones) that show porn to/have been directly linked to the suicides of teenagers; therefore, this app's developers are pro-suicide. as someone who HATES AI, I've no intent on giving money to these thugs to stop seeing those ads, and will be posting on Reddit to encourage boycotting of this app until they stop spreading those ads.",1
it's a fine version of Tetris but there are so do so many ads. is basically unplayable with how many ads there are. ad after every level. ad any time you restart a level. it's like an advertisement with Tetris breaks.,1
if they got rid of the ads would be a 5,4
"I think my account is soft locked (I think this is what it's called?): so basically, I keep winning level 4 over and over again.",3
need connection😪,1
Controls are stiff and jerky and make the game nearly unplayable. Tried turning the sensitivity all the way up and down and the control is still *fart sound*,2
too many ads,2
Love the game but the ads are horrible. I don't mind ads but I get an ad almost every level and then I can't get past it. I have tried waiting and tried fixing an exit but nothing. I can't get past the ad. I always have to close the program and start again. Sometimes l have to do that several times.,3
Alot of Ads,1
"the ads make the game unenjoyable at times. Paid for 30 days no ad and still getting the ""optional ads"" what ads did I pay not to see?",3
"Soooo.... Like others have said, WAY too many ads. More importantly, though, feels like it may be a scam as to the gold. I've collected 340k gold since June, but all of a sudden, I am not getting personal goals any longer. I am pretty sure this was a bait and switch - get me addicted and remove the ""easy"" gold. I would be interested in hearing the experiences of others.",2
Annoying adds and gamebreaking bug where the game freezes if you touch an add,1
I really enjoyed playing this game till they recently ramped up and enforced adverts after restart. Uninstalling.,3
"If you want to waste your time watching stupid annoying ads that play after every level, definitely do download this app! :)",1
Cool game and i love the song!,5
"took pretty long to load, then crashed",4
love the classic,5
not tetris,1
it won't let me play at all. I click play as guest and nothing happens.,1
"i like it, but occasionally it crushes after several levels i played. hope this fix.",4
prefer classic tetris,3
forces Internet to shove constant ads down your throat,1
I'm giving it a 3 out of 5 because on the arena the 2 players on 1 is THAT frustrating. UPDATE: I'm giving it 1 out of 5 because taking the arena out of the game was not the solution and was in fact more frustrating,1
too many ads,1
The game play was ok but it kept taking me to a dodgy malware website so I've uninstalled.,1
"Crashing during the commercial breaks. very bad return flow from commercials. Levels too short and no tention, its just build to feed adds. No option to drag down and slow down in the end to fit wit slide.",2
can't play offline,1
too many ads,3
only way to get rid of ads is to pay a monthly subscription. no one-time payment option. You also can't access the many of the features (including the store to temporarily remove ads) until you've progressed through a few levels.,1
best game,5
when i first open the app i play as a guest then songs pop out glitching through my ipad when i delete the game the song is still there,1
How does this play worse on a Motorola smart phone than it did on my Motorola Razr flip phone 20 years ago?,2
game is fun but ada are invasive and obnoxious. they override game play every other level. Uninstalled,3
game is slow in every way. boring & annoying,1
As soon as u get to lvl 20 you can no longer move forward without paying for extra time or watching really long ads. you also have to watch more add time then you get game time. Do not download,1
"classical tetis (Marathon) is the best thing j the world. for the rest of the gameplay experience, there are too many ads blocking the flow. Including one popping up your browser mid game with fake alerts about infected phone.",3
I wanted to play some Tetris to waste some time on a trip. I can't get the game ads to go away so I uninstalled it.,1
requires constant internet connection. Can't turn off the background music. Welcome to modern age videogames,1
"I just want to play classic Tetris. I can handle some ads. I DO NOT WANT a ""leveling up to unlock features"" experience. Tetris is perfect for its simplicity. I would pay $5 or more for an ad free version that was just basic, simple Tetris. But that's never offered! Why????",1
absolute worst game on Mobile I've ever played there is an ad after everything you do no matter what it is so terrible for such a basic game do not install,1
I want classic tetris not puzzles.,1
"Absolute worst, you have to finish levels to get to a normal Tetris game mode, requires accepting access to Google Drive and other things, and full of advertisements and unneeded graphics. All I want is regular simple Tetris game!",1
like most of your games not for amusement on rigged to make human broke and fustrated no thanks about remove Google play from phone.,1
invasive unstoppable ads for apps that make you install apps greatly reduce usability. And then the developer gives me a response that is not productive almost a month later. unskippable ads that force app installs and microtransactions do not belong in a Tetris game. don't waste your time.,1
"Needs to add smart controls and make marathon mode the main game, update: all this time later and still no updates or real improvements. absolutely ruined the mobile Tetris app for a cash grab. horrible game and sad to see and not to mention, RIDDLED WITH ADS",1
I ❤ the original Tetris & was looking forward to this game when I saw it. I installed it and tried to find out how to purchase to remove ads and what a nightmare! Just trying to navigate around the different menus to exit let alone find a way to pay for the app was so difficult that I uninstalled the app immediately. Sad... I was really hoping to reignite my old love for this game!,2
how do I change region? it's put me in the wrong location which makes the leaderboard a bit useless,3
Huge Tetris fan here. Gameplay is great. The annoying thing about the app are the ads. You get one after completing every level. I have to wait to skip and the wait to skip again and the skip buttons are so small that I get redirected to the Play Store and have to go back to press skip again. I looked into getting the ads removed but that's only for 30 days of ad-free play. I don't wanna pay what is basically a monthly subscription to remove ads. Please offer a one-time ad removal option.,1
"This is a piece of junk azz virus of an app! How does the app store leave this app up for download. The game itself is not terrible. HOWEVER, THE APP TAKES CONTROL OF YOUR PHONE OR TABLET TRYING TO FORCE YOU TO DOWNLOAD. ANOTHER VIRUS INFESTED APP. It locks you in a loop it calls advertising and will not let you exit! Taking control of your device and forcing it to do something is the definition of a virus. I looked back through the reviews and found several that said basically the same thing",1
